escu_detection,mitre_attack
"ESCU - Windows Proxy Via Registry - Rule","T1090.001"
"ESCU - Windows PsTools Recon Usage - Rule","T1018|T1046|T1082"
"ESCU - Windows PUA Named Pipe - Rule","T1021.002|T1055|T1559"
"ESCU - Windows Query Registry Browser List Application - Rule","T1012"
"ESCU - Windows Query Registry UnInstall Program List - Rule","T1012"
"ESCU - Windows Raccine Scheduled Task Deletion - Rule","T1562.001"
"ESCU - Windows Rapid Authentication On Multiple Hosts - Rule","T1003.002"
"ESCU - Windows Rasautou DLL Execution - Rule","T1055.001|T1218"
"ESCU - Windows Raw Access To Disk Volume Partition - Rule","T1561.002"
"ESCU - Windows Raw Access To Master Boot Record Drive - Rule","T1561.002"
"ESCU - Windows Rdp AutomaticDestinations Deletion - Rule","T1070.004"
"ESCU - Windows RDP Bitmap Cache File Creation - Rule","T1021.001"
"ESCU - Windows RDP Cache File Deletion - Rule","T1070.004"
"ESCU - Windows RDP Client Launched with Admin Session - Rule","T1021.001"
"ESCU - Windows RDP Connection Successful - Rule","T1563.002"
"ESCU - Windows RDP File Execution - Rule","T1021.001|T1598.002"
"ESCU - Windows RDP Login Session Was Established - Rule","T1021.001"
"ESCU - Windows RDP Server Registry Deletion - Rule","T1070.004"
"ESCU - Windows RDP Server Registry Entry Created - Rule","T1021.001"
"ESCU - Windows RDPClient Connection Sequence Events - Rule","T1133"
"ESCU - Windows Registry BootExecute Modification - Rule","T1542|T1547.001"
"ESCU - Windows Registry Certificate Added - Rule","T1553.004"
"ESCU - Windows Registry Delete Task SD - Rule","T1053.005|T1562"
"ESCU - Windows Registry Dotnet ETW Disabled Via ENV Variable - Rule","T1562.006"
"ESCU - Windows Registry Entries Exported Via Reg - Rule","T1012"
"ESCU - Windows Registry Entries Restored Via Reg - Rule","T1012"
"ESCU - Windows Registry Modification for Safe Mode Persistence - Rule","T1547.001"
"ESCU - Windows Registry Payload Injection - Rule","T1027.011"
"ESCU - Windows Registry SIP Provider Modification - Rule","T1553.003"
"ESCU - Windows Regsvr32 Renamed Binary - Rule","T1218.010"
"ESCU - Windows Remote Access Software BRC4 Loaded Dll - Rule","T1003|T1219"
"ESCU - Windows Remote Access Software RMS Registry - Rule","T1219"
"ESCU - Windows Remote Assistance Spawning Process - Rule","T1055"
"ESCU - Windows Remote Create Service - Rule","T1543.003"
"ESCU - Windows Remote Host Computer Management Access - Rule","T1021.006"
"ESCU - Windows Remote Management Execute Shell - Rule","T1021.006"
"ESCU - Windows Remote Service Rdpwinst Tool Execution - Rule","T1021.001"
"ESCU - Windows Remote Services Allow Rdp In Firewall - Rule","T1021.001"
"ESCU - Windows Remote Services Allow Remote Assistance - Rule","T1021.001"
"ESCU - Windows Remote Services Rdp Enable - Rule","T1021.001"
"ESCU - Windows Renamed Powershell Execution - Rule","T1036.003"
"ESCU - Windows Replication Through Removable Media - Rule","T1091"
"ESCU - Windows RMM Named Pipe - Rule","T1021.002|T1055|T1559"
"ESCU - Windows Root Domain linked policies Discovery - Rule","T1087.002"
"ESCU - Windows Rundll32 Apply User Settings Changes - Rule","T1218.011"
"ESCU - Windows Rundll32 Load DLL in Temp Dir - Rule","T1218.011"
"ESCU - Windows Rundll32 WebDAV Request - Rule","T1048.003"
"ESCU - Windows Rundll32 WebDav With Network Connection - Rule","T1048.003"
"ESCU - Windows RunMRU Command Execution - Rule","T1202"
"ESCU - Windows RunMRU Registry Key or Value Deleted - Rule","T1112"
"ESCU - Windows Scheduled Task Created Via XML - Rule","T1053.005"
"ESCU - Windows Scheduled Task DLL Module Loaded - Rule","T1053"
"ESCU - Windows Scheduled Task Service Spawned Shell - Rule","T1053.005|T1059"
"ESCU - Windows Scheduled Task with Highest Privileges - Rule","T1053.005"
"ESCU - Windows Scheduled Task with Suspicious Command - Rule","T1053.005"
"ESCU - Windows Scheduled Task with Suspicious Name - Rule","T1053.005"
"ESCU - Windows Scheduled Tasks for CompMgmtLauncher or Eventvwr - Rule","T1053"
"ESCU - Windows Schtasks Create Run As System - Rule","T1053.005"
"ESCU - Windows ScManager Security Descriptor Tampering Via Sc.EXE - Rule","T1569.002"
"ESCU - Windows Screen Capture in TEMP folder - Rule","T1113"
"ESCU - Windows Screen Capture Via Powershell - Rule","T1113"
"ESCU - Windows Security Account Manager Stopped - Rule","T1489"
"ESCU - Windows Security And Backup Services Stop - Rule","T1490"
"ESCU - Windows Security Support Provider Reg Query - Rule","T1547.005"
"ESCU - Windows Sensitive Group Discovery With Net - Rule","T1069.002"
"ESCU - Windows Sensitive Registry Hive Dump Via CommandLine - Rule","T1003.002"
"ESCU - Windows Server Software Component GACUtil Install to GAC - Rule","T1505.004"
"ESCU - Windows Service Create Kernel Mode Driver - Rule","T1068|T1543.003"
"ESCU - Windows Service Create RemComSvc - Rule","T1543.003"
"ESCU - Windows Service Create SliverC2 - Rule","T1569.002"
"ESCU - Windows Service Create with Tscon - Rule","T1543.003|T1563.002"
"ESCU - Windows Service Created with Suspicious Service Name - Rule","T1569.002"
"ESCU - Windows Service Created with Suspicious Service Path - Rule","T1569.002"
"ESCU - Windows Service Creation on Remote Endpoint - Rule","T1543.003"
"ESCU - Windows Service Creation Using Registry Entry - Rule","T1574.011"
"ESCU - Windows Service Deletion In Registry - Rule","T1489"
"ESCU - Windows Service Execution RemCom - Rule","T1569.002"
"ESCU - Windows Service Initiation on Remote Endpoint - Rule","T1543.003"
"ESCU - Windows Service Stop Attempt - Rule","T1489"
"ESCU - Windows Service Stop By Deletion - Rule","T1489"
"ESCU - Windows Service Stop Win Updates - Rule","T1489"
"ESCU - Windows Set Account Password Policy To Unlimited Via Net - Rule","T1489"
"ESCU - Windows Set Network Profile Category to Private via Registry - Rule","T1112"
"ESCU - Windows SharePoint Spinstall0 Webshell File Creation - Rule","T1190|T1505.003"
"ESCU - Windows Shell Process from CrushFTP - Rule","T1059.001|T1059.003|T1190|T1505"
"ESCU - Windows Short Lived DNS Record - Rule","T1071.004|T1187|T1557.001"
"ESCU - Windows SIP Provider Inventory - Rule","T1553.003"
"ESCU - Windows SIP WinVerifyTrust Failed Trust Validation - Rule","T1553.003"
"ESCU - Windows Snake Malware File Modification Crmlog - Rule","T1027"
"ESCU - Windows Snake Malware Kernel Driver Comadmin - Rule","T1547.006"
"ESCU - Windows Snake Malware Registry Modification wav OpenWithProgIds - Rule","T1112"
"ESCU - Windows Snake Malware Service Create - Rule","T1547.006|T1569.002"
"ESCU - Windows SnappyBee Create Test Registry - Rule","T1112"
"ESCU - Windows SOAPHound Binary Execution - Rule","T1069.001|T1069.002|T1087.001|T1087.002|T1482"
"ESCU - Windows Spearphishing Attachment Onenote Spawn Mshta - Rule","T1566.001"
"ESCU - Windows Special Privileged Logon On Multiple Hosts - Rule","T1021.002|T1087|T1135"
"ESCU - Windows SpeechRuntime COM Hijacking DLL Load - Rule","T1021.003"
"ESCU - Windows SpeechRuntime Suspicious Child Process - Rule","T1021.003"
"ESCU - Windows SQL Server Configuration Option Hunt - Rule","T1505.001"
"ESCU - Windows SQL Server Critical Procedures Enabled - Rule","T1505.001"
"ESCU - Windows SQL Server Extended Procedure DLL Loading Hunt - Rule","T1059.009|T1505.001"
"ESCU - Windows SQL Server Startup Procedure - Rule","T1505.001"
"ESCU - Windows SQL Server xp_cmdshell Config Change - Rule","T1505.001"
"ESCU - Windows SQL Spawning CertUtil - Rule","T1105"
"ESCU - Windows SQLCMD Execution - Rule","T1059.003"
"ESCU - Windows Sqlservr Spawning Shell - Rule","T1505.001"
"ESCU - Windows SqlWriter SQLDumper DLL Sideload - Rule","T1574.001"
"ESCU - Windows SSH Proxy Command - Rule","T1059.001|T1105|T1572"
"ESCU - Windows Steal Authentication Certificates - ESC1 Abuse - Rule","T1649"
"ESCU - Windows Steal Authentication Certificates - ESC1 Authentication - Rule","T1550|T1649"
"ESCU - Windows Steal Authentication Certificates Certificate Issued - Rule","T1649"
"ESCU - Windows Steal Authentication Certificates Certificate Request - Rule","T1649"
"ESCU - Windows Steal Authentication Certificates CertUtil Backup - Rule","T1649"
"ESCU - Windows Steal Authentication Certificates CryptoAPI - Rule","T1649"
"ESCU - Windows Steal Authentication Certificates CS Backup - Rule","T1649"
"ESCU - Windows Steal Authentication Certificates Export Certificate - Rule","T1649"
"ESCU - Windows Steal Authentication Certificates Export PfxCertificate - Rule","T1649"
"ESCU - Windows Steal or Forge Kerberos Tickets Klist - Rule","T1558"
"ESCU - Windows SubInAcl Execution - Rule","T1222.001"
"ESCU - Windows Suspect Process With Authentication Traffic - Rule","T1087.002|T1204.002"
"ESCU - Windows Suspicious C2 Named Pipe - Rule","T1021.002|T1055|T1559"
"ESCU - Windows Suspicious Child Process Spawned From WebServer - Rule","T1505.003"
"ESCU - Windows Suspicious Driver Loaded Path - Rule","T1543.003"
"ESCU - Windows Suspicious Named Pipe - Rule","T1021.002|T1055|T1559"
"ESCU - Windows Suspicious Process File Path - Rule","T1036.005|T1543"
"ESCU - Windows Suspicious React or Next.js Child Process - Rule","T1059.001|T1059.003|T1190"
"ESCU - Windows Suspicious VMWare Tools Child Process - Rule","T1059"
"ESCU - Windows Svchost.exe Parent Process Anomaly - Rule","T1036.009"
"ESCU - Windows Symlink Evaluation Change via Fsutil - Rule","T1222.001"
"ESCU - Windows System Binary Proxy Execution Compiled HTML File Decompile - Rule","T1218.001"
"ESCU - Windows System Discovery Using ldap Nslookup - Rule","T1033"
"ESCU - Windows System Discovery Using Qwinsta - Rule","T1033"
"ESCU - Windows System File on Disk - Rule","T1068"
"ESCU - Windows System LogOff Commandline - Rule","T1529"
"ESCU - Windows System Network Config Discovery Display DNS - Rule","T1016"
"ESCU - Windows System Network Connections Discovery Netsh - Rule","T1049"
"ESCU - Windows System Reboot CommandLine - Rule","T1529"
"ESCU - Windows System Remote Discovery With Query - Rule","T1033"
"ESCU - Windows System Script Proxy Execution Syncappvpublishingserver - Rule","T1216|T1218"
"ESCU - Windows System Shutdown CommandLine - Rule","T1529"
"ESCU - Windows System Time Discovery W32tm Delay - Rule","T1124"
"ESCU - Windows System User Discovery Via Quser - Rule","T1033"
"ESCU - Windows System User Privilege Discovery - Rule","T1033"
"ESCU - Windows Terminating Lsass Process - Rule","T1562.001"
"ESCU - Windows Time Based Evasion - Rule","T1497.003"
"ESCU - Windows Time Based Evasion via Choice Exec - Rule","T1497.003"
"ESCU - Windows TOR Client Execution - Rule","T1090.003"
"ESCU - Windows UAC Bypass Suspicious Child Process - Rule","T1548.002"
"ESCU - Windows UAC Bypass Suspicious Escalation Behavior - Rule","T1548.002"
"ESCU - Windows Unsecured Outlook Credentials Access In Registry - Rule","T1552"
"ESCU - Windows Unsigned DLL Side-Loading - Rule","T1574.001"
"ESCU - Windows Unsigned DLL Side-Loading In Same Process Path - Rule","T1574.001"
"ESCU - Windows Unsigned MS DLL Side-Loading - Rule","T1547|T1574.001"
"ESCU - Windows Unusual Count Of Disabled Users Failed Auth Using Kerberos - Rule","T1110.003"
"ESCU - Windows Unusual Count Of Invalid Users Fail To Auth Using Kerberos - Rule","T1110.003"
"ESCU - Windows Unusual Count Of Invalid Users Failed To Auth Using NTLM - Rule","T1110.003"
"ESCU - Windows Unusual Count Of Users Fail To Auth Wth ExplicitCredentials - Rule","T1110.003"
"ESCU - Windows Unusual Count Of Users Failed To Auth Using Kerberos - Rule","T1110.003"
"ESCU - Windows Unusual Count Of Users Failed To Authenticate From Process - Rule","T1110.003"
"ESCU - Windows Unusual Count Of Users Failed To Authenticate Using NTLM - Rule","T1110.003"
"ESCU - Windows Unusual Count Of Users Remotely Failed To Auth From Host - Rule","T1110.003"
"ESCU - Windows Unusual FileZilla XML Config Access - Rule","T1552.001"
"ESCU - Windows Unusual Intelliform Storage Registry Access - Rule","T1552.001"
"ESCU - Windows Unusual NTLM Authentication Destinations By Source - Rule","T1110.003"
"ESCU - Windows Unusual NTLM Authentication Destinations By User - Rule","T1110.003"
"ESCU - Windows Unusual NTLM Authentication Users By Destination - Rule","T1110.003"
"ESCU - Windows Unusual NTLM Authentication Users By Source - Rule","T1110.003"
"ESCU - Windows Unusual Process Load Mozilla NSS-Mozglue Module - Rule","T1218.003"
"ESCU - Windows Unusual SysWOW64 Process Run System32 Executable - Rule","T1036.009"
"ESCU - Windows USBSTOR Registry Key Modification - Rule","T1025|T1091|T1200"
"ESCU - Windows User Deletion Via Net - Rule","T1531"
"ESCU - Windows User Disabled Via Net - Rule","T1531"
"ESCU - Windows User Discovery Via Net - Rule","T1087.001"
"ESCU - Windows User Execution Malicious URL Shortcut File - Rule","T1204.002"
"ESCU - Windows Visual Basic Commandline Compiler DNSQuery - Rule","T1071.004"
"ESCU - Windows Vulnerable 3CX Software - Rule","T1195.002"
"ESCU - Windows Vulnerable Driver Installed - Rule","T1543.003"
"ESCU - Windows Vulnerable Driver Loaded - Rule","T1543.003"
"ESCU - Windows WBAdmin File Recovery From Backup - Rule","T1490|T1565.001"
"ESCU - Windows WinDBG Spawning AutoIt3 - Rule","T1059"
"ESCU - Windows WinLogon with Public Network Connection - Rule","T1542.003"
"ESCU - Windows WMI Impersonate Token - Rule","T1047"
"ESCU - Windows WMI Process And Service List - Rule","T1047"
"ESCU - Windows WMI Process Call Create - Rule","T1047"
"ESCU - Windows Wmic CPU Discovery - Rule","T1082"
"ESCU - Windows Wmic DiskDrive Discovery - Rule","T1082"
"ESCU - Windows Wmic Memory Chip Discovery - Rule","T1082"
"ESCU - Windows Wmic Network Discovery - Rule","T1082"
"ESCU - Windows WMIC Shadowcopy Delete - Rule","T1490"
"ESCU - Windows Wmic Systeminfo Discovery - Rule","T1082"
"ESCU - Windows WPDBusEnum Registry Key Modification - Rule","T1025|T1091|T1200"
"ESCU - Windows WSUS Spawning Shell - Rule","T1190|T1505.003"
"ESCU - WinEvent Scheduled Task Created to Spawn Shell - Rule","T1053.005"
"ESCU - WinEvent Scheduled Task Created Within Public Path - Rule","T1053.005"
"ESCU - WinEvent Windows Task Scheduler Event Action Started - Rule","T1053.005"
"ESCU - Winhlp32 Spawning a Process - Rule","T1055"
"ESCU - WinRAR Spawning Shell Application - Rule","T1105"
"ESCU - WinRM Spawning a Process - Rule","T1190"
"ESCU - WMI Permanent Event Subscription - Rule","T1047"
"ESCU - WMI Permanent Event Subscription - Sysmon - Rule","T1546.003"
"ESCU - WMI Recon Running Process Or Services - Rule","T1592"
"ESCU - WMI Temporary Event Subscription - Rule","T1047"
"ESCU - Wmic Group Discovery - Rule","T1069.001"
"ESCU - Wmic NonInteractive App Uninstallation - Rule","T1562.001"
"ESCU - WMIC XSL Execution via URL - Rule","T1220"
"ESCU - Wmiprvse LOLBAS Execution Process Spawn - Rule","T1047"
"ESCU - Wscript Or Cscript Suspicious Child Process - Rule","T1055|T1134.004|T1543"
"ESCU - Wsmprovhost LOLBAS Execution Process Spawn - Rule","T1021.006"
"ESCU - WSReset UAC Bypass - Rule","T1548.002"
"ESCU - XMRIG Driver Loaded - Rule","T1543.003"
"ESCU - XSL Script Execution With WMIC - Rule","T1220"
"ESCU - 3CX Supply Chain Attack Network Indicators - Rule","T1195.002"
"ESCU - Cisco Configuration Archive Logging Analysis - Rule","T1098|T1505.003|T1562.001"
"ESCU - Cisco IOS Suspicious Privileged Account Creation - Rule","T1078|T1136"
"ESCU - Cisco Network Interface Modifications - Rule","T1021|T1133|T1556"
"ESCU - Cisco Privileged Account Creation with HTTP Command Execution - Rule","T1021.004|T1078|T1136"
"ESCU - Cisco Privileged Account Creation with Suspicious SSH Activity - Rule","T1021.004|T1078|T1136"
"ESCU - Cisco Secure Firewall - Binary File Type Download - Rule","T1059|T1203"
"ESCU - Cisco Secure Firewall - Blacklisted SSL Certificate Fingerprint - Rule","T1071.001|T1573.002|T1587.002|T1588.004"
"ESCU - Cisco Secure Firewall - Blocked Connection - Rule","T1018|T1046|T1110|T1203|T1595.002"
"ESCU - Cisco Secure Firewall - Citrix NetScaler Memory Overread Attempt - Rule","T1059|T1203"
"ESCU - Cisco Secure Firewall - Communication Over Suspicious Ports - Rule","T1021|T1055|T1059.001|T1105|T1219|T1571"
"ESCU - Cisco Secure Firewall - Connection to File Sharing Domain - Rule","T1071.001|T1090.002|T1105|T1567.002|T1588.002"
"ESCU - Cisco Secure Firewall - File Download Over Uncommon Port - Rule","T1105|T1571"
"ESCU - Cisco Secure Firewall - High EVE Threat Confidence - Rule","T1041|T1071.001|T1105|T1573.002"
"ESCU - Cisco Secure Firewall - High Priority Intrusion Classification - Rule","T1003|T1071|T1078|T1190|T1203"
"ESCU - Cisco Secure Firewall - High Volume of Intrusion Events Per Host - Rule","T1059|T1071|T1595.002"
"ESCU - Cisco Secure Firewall - Intrusion Events by Threat Activity - Rule","T1041|T1573.002"
"ESCU - Cisco Secure Firewall - Lumma Stealer Activity - Rule","T1027|T1190|T1204|T1210"
"ESCU - Cisco Secure Firewall - Lumma Stealer Download Attempt - Rule","T1041|T1573.002"
"ESCU - Cisco Secure Firewall - Lumma Stealer Outbound Connection Attempt - Rule","T1041|T1573.002"
"ESCU - Cisco Secure Firewall - Malware File Downloaded - Rule","T1105|T1203"
"ESCU - Cisco Secure Firewall - Oracle E-Business Suite Correlation - Rule","T1190"
"ESCU - Cisco Secure Firewall - Oracle E-Business Suite Exploitation - Rule","T1190"
"ESCU - Cisco Secure Firewall - Possibly Compromised Host - Rule","T1059|T1203|T1587.001"
"ESCU - Cisco Secure Firewall - Potential Data Exfiltration - Rule","T1041|T1048.003|T1567.002"
"ESCU - Cisco Secure Firewall - Privileged Command Execution via HTTP - Rule","T1059|T1505.003"
"ESCU - Cisco Secure Firewall - Rare Snort Rule Triggered - Rule","T1583.006|T1598"
"ESCU - Cisco Secure Firewall - React Server Components RCE Attempt - Rule","T1190"
"ESCU - Cisco Secure Firewall - Remote Access Software Usage Traffic - Rule","T1219"
"ESCU - Cisco Secure Firewall - Repeated Blocked Connections - Rule","T1018|T1046|T1110|T1203|T1595.002"
"ESCU - Cisco Secure Firewall - Repeated Malware Downloads - Rule","T1027|T1105"
"ESCU - Cisco Secure Firewall - Snort Rule Triggered Across Multiple Hosts - Rule","T1027|T1105"
"ESCU - Cisco Secure Firewall - SSH Connection to Non-Standard Port - Rule","T1021.004"
"ESCU - Cisco Secure Firewall - SSH Connection to sshd_operns - Rule","T1021.004"
"ESCU - Cisco Secure Firewall - Static Tundra Smart Install Abuse - Rule","T1190|T1210|T1499"
"ESCU - Cisco Secure Firewall - Veeam CVE-2023-27532 Exploitation Activity - Rule","T1003.001|T1059.001|T1190|T1210"
"ESCU - Cisco Secure Firewall - Wget or Curl Download - Rule","T1053.003|T1059|T1071.001|T1105"
"ESCU - Cisco Smart Install Oversized Packet Detection - Rule","T1190"
"ESCU - Cisco Smart Install Port Discovery and Status - Rule","T1190"
"ESCU - Cisco SNMP Community String Configuration Changes - Rule","T1040|T1552|T1562.001"
"ESCU - Cisco TFTP Server Configuration for Data Exfiltration - Rule","T1005|T1567"
"ESCU - Detect ARP Poisoning - Rule","T1200|T1498|T1557.002"
"ESCU - Detect DGA domains using pretrained model in DSDL - Rule","T1568.002"
"ESCU - Detect DNS Data Exfiltration using pretrained model in DSDL - Rule","T1048.003"
"ESCU - Detect DNS Query to Decommissioned S3 Bucket - Rule","T1485"
"ESCU - Detect hosts connecting to dynamic domain providers - Rule","T1189"
"ESCU - Detect IPv6 Network Infrastructure Threats - Rule","T1200|T1498|T1557.002"
"ESCU - Detect Large ICMP Traffic - Rule","T1095"
"ESCU - Detect Outbound LDAP Traffic - Rule","T1059|T1190"
"ESCU - Detect Outbound SMB Traffic - Rule","T1071.002"
"ESCU - Detect Port Security Violation - Rule","T1200|T1498|T1557.002"
"ESCU - Detect Remote Access Software Usage DNS - Rule","T1219"
"ESCU - Detect Remote Access Software Usage Traffic - Rule","T1219"
"ESCU - Detect Rogue DHCP Server - Rule","T1200|T1498|T1557"
"ESCU - Detect SNICat SNI Exfiltration - Rule","T1041"
"ESCU - Detect Software Download To Network Device - Rule","T1542.005"
"ESCU - Detect suspicious DNS TXT records using pretrained model in DSDL - Rule","T1568.002"
"ESCU - Detect Traffic Mirroring - Rule","T1020.001|T1200|T1498"
"ESCU - Detect Windows DNS SIGRed via Splunk Stream - Rule","T1203"
"ESCU - Detect Windows DNS SIGRed via Zeek - Rule","T1203"
"ESCU - Detect Zerologon via Zeek - Rule","T1190"
"ESCU - DNS Kerberos Coercion - Rule","T1071.004|T1187|T1557.001"
"ESCU - DNS Query Length Outliers - MLTK - Rule","T1071.004"
"ESCU - DNS Query Length With High Standard Deviation - Rule","T1048.003"
"ESCU - Excessive DNS Failures - Rule","T1071.004"
"ESCU - F5 BIG-IP iControl REST Vulnerability CVE-2022-1388 - Rule","T1133|T1190"
"ESCU - Hosts receiving high volume of network traffic from email server - Rule","T1114.002"
"ESCU - HTTP C2 Framework User Agent - Rule","T1071.001"
"ESCU - HTTP Malware User Agent - Rule","T1071.001"
"ESCU - HTTP PUA User Agent - Rule","T1071.001"
"ESCU - HTTP RMM User Agent - Rule","T1071.001|T1219"
"ESCU - Internal Horizontal Port Scan - Rule","T1046"
"ESCU - Internal Horizontal Port Scan NMAP Top 20 - Rule","T1046"
"ESCU - Internal Vertical Port Scan - Rule","T1046"
"ESCU - Internal Vulnerability Scan - Rule","T1046|T1595.002"
"ESCU - Large Volume of DNS ANY Queries - Rule","T1498.002"
"ESCU - Ngrok Reverse Proxy on Network - Rule","T1090|T1102|T1572"
"ESCU - Prohibited Network Traffic Allowed - Rule","T1048"
"ESCU - Protocol or Port Mismatch - Rule","T1048.003"
"ESCU - Remote Desktop Network Traffic - Rule","T1021.001"
"ESCU - Rundll32 DNSQuery - Rule","T1218.011"
"ESCU - SMB Traffic Spike - Rule","T1021.002"
"ESCU - SMB Traffic Spike - MLTK - Rule","T1021.002"
"ESCU - SSL Certificates with Punycode - Rule","T1573"
"ESCU - Suspicious Process DNS Query Known Abuse Web Services - Rule","T1059.005"
"ESCU - Suspicious Process With Discord DNS Query - Rule","T1059.005"
"ESCU - TOR Traffic - Rule","T1090.003"
"ESCU - Wermgr Process Connecting To IP Check Web Services - Rule","T1590.005"
"ESCU - Windows Abused Web Services - Rule","T1102"
"ESCU - Windows AD Replication Service Traffic - Rule","T1003.006|T1207"
"ESCU - Windows AD Rogue Domain Controller Network Activity - Rule","T1207"
"ESCU - Windows DNS Query Request by Telegram Bot API - Rule","T1071.004|T1102.002"
"ESCU - Windows Gather Victim Network Info Through Ip Check Web Services - Rule","T1590.005"
"ESCU - Windows Multi hop Proxy TOR Website Query - Rule","T1071.003"
"ESCU - Windows Remote Desktop Network Bruteforce Attempt - Rule","T1110.001"
"ESCU - Windows Spearphishing Attachment Connect To None MS Office Domain - Rule","T1566.001"
"ESCU - Zeek x509 Certificate with Punycode - Rule","T1573"
"ESCU - Access to Vulnerable Ivanti Connect Secure Bookmark Endpoint - Rule","T1190"
"ESCU - Adobe ColdFusion Access Control Bypass - Rule","T1190"
"ESCU - Adobe ColdFusion Unauthenticated Arbitrary File Read - Rule","T1190"
"ESCU - Cisco IOS XE Implant Access - Rule","T1190"
"ESCU - Citrix ADC and Gateway CitrixBleed 2 Memory Disclosure - Rule","T1190"
"ESCU - Citrix ADC and Gateway Unauthorized Data Disclosure - Rule","T1190"
"ESCU - Citrix ADC Exploitation CVE-2023-3519 - Rule","T1190"
"ESCU - Citrix ShareFile Exploitation CVE-2023-24489 - Rule","T1190"
"ESCU - Confluence CVE-2023-22515 Trigger Vulnerability - Rule","T1190"
"ESCU - Confluence Data Center and Server Privilege Escalation - Rule","T1190"
"ESCU - Confluence Pre-Auth RCE via OGNL Injection CVE-2023-22527 - Rule","T1190"
"ESCU - Confluence Unauthenticated Remote Code Execution CVE-2022-26134 - Rule","T1133|T1190|T1505"
"ESCU - ConnectWise ScreenConnect Authentication Bypass - Rule","T1190"
"ESCU - CrushFTP Authentication Bypass Exploitation - Rule","T1059.001|T1059.003|T1190"
"ESCU - CrushFTP Max Simultaneous Users From IP - Rule","T1110.001|T1110.004"
"ESCU - Detect attackers scanning for vulnerable JBoss servers - Rule","T1082|T1133"
"ESCU - Detect F5 TMUI RCE CVE-2020-5902 - Rule","T1190"
"ESCU - Detect Remote Access Software Usage URL - Rule","T1219"
"ESCU - Detect Web Access to Decommissioned S3 Bucket - Rule","T1485"
"ESCU - Exploit Public Facing Application via Apache Commons Text - Rule","T1133|T1190|T1505.003"
"ESCU - Exploit Public-Facing Fortinet FortiNAC CVE-2022-39952 - Rule","T1133|T1190"
"ESCU - Fortinet Appliance Auth bypass - Rule","T1133|T1190"
"ESCU - High Volume of Bytes Out to Url - Rule","T1567"
"ESCU - HTTP Duplicated Header - Rule","T1071.001|T1190"
"ESCU - HTTP Possible Request Smuggling - Rule","T1071.001"
"ESCU - HTTP Rapid POST with Mixed Status Codes - Rule","T1071.001|T1190|T1595"
"ESCU - HTTP Request to Reserved Name on IIS Server - Rule","T1071.001|T1190"
"ESCU - HTTP Scripting Tool User Agent - Rule","T1071.001"
"ESCU - Hunting for Log4Shell - Rule","T1133|T1190"
"ESCU - Ivanti Connect Secure Command Injection Attempts - Rule","T1190"
"ESCU - Ivanti Connect Secure SSRF in SAML Component - Rule","T1190"
"ESCU - Ivanti Connect Secure System Information Access via Auth Bypass - Rule","T1190"
"ESCU - Ivanti EPM SQL Injection Remote Code Execution - Rule","T1190"
"ESCU - Ivanti EPMM Remote Unauthenticated API Access CVE-2023-35078 - Rule","T1133|T1190"
"ESCU - Ivanti EPMM Remote Unauthenticated API Access CVE-2023-35082 - Rule","T1133|T1190"
"ESCU - Ivanti Sentry Authentication Bypass - Rule","T1190"
"ESCU - Java Class File download by Java User Agent - Rule","T1190"
"ESCU - Jenkins Arbitrary File Read CVE-2024-23897 - Rule","T1190"
"ESCU - JetBrains TeamCity Authentication Bypass CVE-2024-27198 - Rule","T1190"
"ESCU - JetBrains TeamCity Authentication Bypass Suricata CVE-2024-27198 - Rule","T1190"
"ESCU - JetBrains TeamCity Limited Auth Bypass Suricata CVE-2024-27199 - Rule","T1190"
"ESCU - JetBrains TeamCity RCE Attempt - Rule","T1190"
"ESCU - Juniper Networks Remote Code Execution Exploit Detection - Rule","T1059|T1105|T1190"
"ESCU - Log4Shell JNDI Payload Injection Attempt - Rule","T1133|T1190"
"ESCU - Log4Shell JNDI Payload Injection with Outbound Connection - Rule","T1133|T1190"
"ESCU - Microsoft SharePoint Server Elevation of Privilege - Rule","T1068"
"ESCU - Multiple Archive Files Http Post Traffic - Rule","T1048.003"
"ESCU - Nginx ConnectWise ScreenConnect Authentication Bypass - Rule","T1190"
"ESCU - PaperCut NG Remote Web Access Attempt - Rule","T1133|T1190"
"ESCU - Plain HTTP POST Exfiltrated Data - Rule","T1048.003"
"ESCU - ProxyShell ProxyNotShell Behavior Detected - Rule","T1133|T1190"
"ESCU - SAP NetWeaver Visual Composer Exploitation Attempt - Rule","T1190"
"ESCU - Spring4Shell Payload URL Request - Rule","T1133|T1190|T1505.003"
"ESCU - SQL Injection with Long URLs - Rule","T1190"
"ESCU - Supernova Webshell - Rule","T1133|T1505.003"
"ESCU - Tomcat Session Deserialization Attempt - Rule","T1190|T1505.003"
"ESCU - Tomcat Session File Upload Attempt - Rule","T1190|T1505.003"
"ESCU - VMWare Aria Operations Exploit Attempt - Rule","T1068|T1133|T1190|T1210"
"ESCU - VMware Server Side Template Injection Hunt - Rule","T1133|T1190"
"ESCU - VMware Workspace ONE Freemarker Server-side Template Injection - Rule","T1133|T1190"
"ESCU - Web JSP Request via URL - Rule","T1133|T1190|T1505.003"
"ESCU - Web Remote ShellServlet Access - Rule","T1190"
"ESCU - Web Spring4Shell HTTP Request Class Module - Rule","T1133|T1190"
